stop_point_id,journey_id,arrival_time,departure_time,stop_point_name,longitude,latitude
stop_point:SNCF:87276063:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,103100,103200,Cernay,2.256768,48.985405
stop_point:SNCF:87276055:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,103400,103500,Ermont - Eaubonne,2.271229,48.980332
stop_point:SNCF:87276170:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,103800,103800,Saint-Gratien,2.28531,48.96403
stop_point:SNCF:87271148:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,104000,104100,Épinay-sur-Seine,2.302614,48.954208
stop_point:SNCF:87271205:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,104400,104400,Gennevilliers,2.30699,48.93368
stop_point:SNCF:87272146:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,104600,104700,Les Grésillons,2.31441,48.92007
stop_point:SNCF:87271247:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,105000,105100,Saint-Ouen,2.32257,48.90531
stop_point:SNCF:87111278:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,105300,105400,Porte de Clichy,2.31462,48.89399
stop_point:SNCF:87381012:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,105600,105700,Péreire Levallois,2.297947,48.885358
stop_point:SNCF:87381020:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,105900,110000,Neuilly - Porte Maillot,2.284516,48.877983
stop_point:SNCF:87381038:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,110300,110300,Avenue Foch,2.275617,48.870971
stop_point:SNCF:87381046:RapidTransit,vehicle_journey:SNCF:2024-07-08:141190-141191:1187:RapidTransit,110500,110500,Avenue Henri Martin,2.272238,48.864408
stop_point:SNCF:87276089:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,105500,105500,Montigny - Beauchamp,2.197711,49.007575
stop_point:SNCF:87276071:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,105800,105900,Franconville - Le Plessis-Bouchard,2.235071,48.993577
stop_point:SNCF:87276063:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,110100,110200,Cernay,2.256768,48.985405
stop_point:SNCF:87276055:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,110400,110500,Ermont - Eaubonne,2.271229,48.980332
stop_point:SNCF:87276170:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,110800,110900,Saint-Gratien,2.28531,48.96403
stop_point:SNCF:87271148:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,111100,111100,Épinay-sur-Seine,2.302614,48.954208
stop_point:SNCF:87271205:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,111400,111400,Gennevilliers,2.30699,48.93368
stop_point:SNCF:87272146:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,111600,111700,Les Grésillons,2.31441,48.92007
stop_point:SNCF:87271247:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,112000,112100,Saint-Ouen,2.32257,48.90531
stop_point:SNCF:87111278:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,112300,112400,Porte de Clichy,2.31462,48.89399
stop_point:SNCF:87381012:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,112600,112700,Péreire Levallois,2.297947,48.885358
stop_point:SNCF:87381020:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,113000,113000,Neuilly - Porte Maillot,2.284516,48.877983
stop_point:SNCF:87381038:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,113500,113500,Avenue Foch,2.275617,48.870971
stop_point:SNCF:87381046:RapidTransit,vehicle_journey:SNCF:2024-07-08:141194-141195:1187:RapidTransit,113800,113800,Avenue Henri Martin,2.272238,48.864408
stop_point:SNCF:87393157:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,064000,064000,Versailles Château Rive Gauche,2.128827,48.800364
stop_point:SNCF:87393165:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,064300,064400,Porchefontaine,2.153705,48.796918
stop_point:SNCF:87393215:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,064600,064700,Viroflay Rive Gauche,2.171147,48.800517
stop_point:SNCF:87393173:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,064800,064900,Chaville - Vélizy,2.184427,48.799689
stop_point:SNCF:87393082:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,065200,065300,Meudon Val Fleury,2.240929,48.807962
stop_point:SNCF:87393074:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,065500,065500,Issy,2.259347,48.8201
stop_point:SNCF:87393306:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,065800,065800,Issy Val de Seine,2.263594,48.829555
stop_point:SNCF:87393322:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,070000,070100,Pont du Garigliano - Hôpital Européen Georges Pompidou,2.271228,48.839464
stop_point:SNCF:87393066:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,070200,070200,Javel,2.276774,48.846246
stop_point:SNCF:87393058:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,070500,070600,Champ de Mars - Tour Eiffel,2.289214,48.855113
stop_point:SNCF:87393041:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,070800,070900,Pont de l'Alma,2.301029,48.86257
stop_point:SNCF:87393033:RapidTransit,vehicle_journey:SNCF:2024-07-08:141257:1187:RapidTransit,071300,071300,Invalides,2.315015,48.861913
stop_point:SNCF:87393157:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,105500,105500,Versailles Château Rive Gauche,2.128827,48.800364
stop_point:SNCF:87393165:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,105800,105900,Porchefontaine,2.153705,48.796918
stop_point:SNCF:87393215:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,110100,110100,Viroflay Rive Gauche,2.171147,48.800517
stop_point:SNCF:87393173:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,110300,110400,Chaville - Vélizy,2.184427,48.799689
stop_point:SNCF:87393082:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,110800,110800,Meudon Val Fleury,2.240929,48.807962
stop_point:SNCF:87393074:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,111000,111000,Issy,2.259347,48.8201
stop_point:SNCF:87393306:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,111300,111300,Issy Val de Seine,2.263594,48.829555
stop_point:SNCF:87393322:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,111500,111600,Pont du Garigliano - Hôpital Européen Georges Pompidou,2.271228,48.839464
stop_point:SNCF:87393066:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,111700,111700,Javel,2.276774,48.846246
stop_point:SNCF:87393058:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,112000,112100,Champ de Mars - Tour Eiffel,2.289214,48.855113
stop_point:SNCF:87393041:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,112300,112400,Pont de l'Alma,2.301029,48.86257
stop_point:SNCF:87393033:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,112600,112700,Invalides,2.315015,48.861913
stop_point:SNCF:87547307:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,112900,112900,Musée d'Orsay,2.325671,48.86079
stop_point:SNCF:87547315:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,113200,113300,Saint-Michel Notre-Dame,2.34545,48.85348
stop_point:SNCF:87547026:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,113600,113700,Paris Austerlitz RER C,2.364891,48.842285
stop_point:SNCF:87328328:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,113900,114000,Bibliothèque François Mitterrand,2.37684,48.82984
stop_point:SNCF:87545285:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,114700,114700,Choisy-le-Roi,2.411065,48.763983
stop_point:SNCF:87545277:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,115000,115100,Villeneuve-le-Roi,2.426149,48.73989
stop_point:SNCF:87545269:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,115300,115400,Ablon,2.419213,48.725443
stop_point:SNCF:87545251:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,115700,115700,Athis-Mons,2.40312,48.712851
stop_point:SNCF:87545244:RapidTransit,vehicle_journey:SNCF:2024-07-08:141291:1187:RapidTransit,120300,120300,Juvisy,2.38267,48.68917
stop_point:SNCF:87393157:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,111400,111400,Versailles Château Rive Gauche,2.128827,48.800364
stop_point:SNCF:87393165:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,111800,111800,Porchefontaine,2.153705,48.796918
stop_point:SNCF:87393215:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,112000,112000,Viroflay Rive Gauche,2.171147,48.800517
stop_point:SNCF:87393173:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,112200,112300,Chaville - Vélizy,2.184427,48.799689
stop_point:SNCF:87393082:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,112700,112700,Meudon Val Fleury,2.240929,48.807962
stop_point:SNCF:87393074:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,112900,113000,Issy,2.259347,48.8201
stop_point:SNCF:87393306:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,113100,113200,Issy Val de Seine,2.263594,48.829555
stop_point:SNCF:87393322:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,113400,113400,Pont du Garigliano - Hôpital Européen Georges Pompidou,2.271228,48.839464
stop_point:SNCF:87393066:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,113500,113500,Javel,2.276774,48.846246
stop_point:SNCF:87393058:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,113800,113900,Champ de Mars - Tour Eiffel,2.289214,48.855113
stop_point:SNCF:87393041:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,114100,114100,Pont de l'Alma,2.301029,48.86257
stop_point:SNCF:87393033:RapidTransit,vehicle_journey:SNCF:2024-07-08:141293:1187:RapidTransit,114300,114300,Invalides,2.315015,48.861913
stop_point:SNCF:87393843:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,112100,112100,Saint-Quentin en Yvelines - Montigny-le-Bretonneux,2.04523,48.78657
stop_point:SNCF:87393223:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,112400,112500,Saint-Cyr,2.073478,48.799002
stop_point:SNCF:87393009:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,113000,113100,Versailles Chantiers,2.135883,48.795826
stop_point:SNCF:87393215:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,113400,113500,Viroflay Rive Gauche,2.171147,48.800517
stop_point:SNCF:87393173:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,113700,113700,Chaville - Vélizy,2.184427,48.799689
stop_point:SNCF:87393082:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,114100,114200,Meudon Val Fleury,2.240929,48.807962
stop_point:SNCF:87393074:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,114400,114500,Issy,2.259347,48.8201
stop_point:SNCF:87393306:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,114700,114800,Issy Val de Seine,2.263594,48.829555
stop_point:SNCF:87393322:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,115000,115100,Pont du Garigliano - Hôpital Européen Georges Pompidou,2.271228,48.839464
stop_point:SNCF:87393066:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,115300,115400,Javel,2.276774,48.846246
stop_point:SNCF:87393058:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,115600,115700,Champ de Mars - Tour Eiffel,2.289214,48.855113
stop_point:SNCF:87393041:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,115900,120000,Pont de l'Alma,2.301029,48.86257
stop_point:SNCF:87393033:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,120200,120200,Invalides,2.315015,48.861913
stop_point:SNCF:87547307:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,120400,120500,Musée d'Orsay,2.325671,48.86079
stop_point:SNCF:87547315:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,120700,120800,Saint-Michel Notre-Dame,2.34545,48.85348
stop_point:SNCF:87547026:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,121100,121200,Paris Austerlitz RER C,2.364891,48.842285
stop_point:SNCF:87328328:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,121400,121500,Bibliothèque François Mitterrand,2.37684,48.82984
stop_point:SNCF:87545301:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,121700,121700,Ivry-sur-Seine,2.391093,48.814392
stop_point:SNCF:87545293:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,121800,121800,Vitry-sur-Seine,2.402229,48.800768
stop_point:SNCF:87492108:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,121900,121900,Les Ardoines,2.409117,48.783017
stop_point:SNCF:87545285:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,122100,122100,Choisy-le-Roi,2.411065,48.763983
stop_point:SNCF:87545277:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,122200,122200,Villeneuve-le-Roi,2.426149,48.73989
stop_point:SNCF:87545269:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,122300,122300,Ablon,2.419213,48.725443
stop_point:SNCF:87545251:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,122400,122400,Athis-Mons,2.40312,48.712851
stop_point:SNCF:87545244:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,122600,122700,Juvisy,2.38267,48.68917
stop_point:SNCF:87545236:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,123100,123200,Savigny-sur-Orge,2.35173,48.67614
stop_point:SNCF:87545228:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,123400,123500,Épinay-sur-Orge,2.33182,48.66952
stop_point:SNCF:87545210:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,123700,123800,Sainte-Geneviève-des-Bois,2.313161,48.653245
stop_point:SNCF:87545202:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,124000,124100,Saint-Michel-sur-Orge,2.306632,48.635479
stop_point:SNCF:87545194:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,124400,124500,Brétigny,2.302333,48.606702
stop_point:SNCF:87545186:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,124800,124900,Marolles-en-Hurepoix,2.290753,48.565092
stop_point:SNCF:87545178:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,125200,125300,Bouray,2.290596,48.533149
stop_point:SNCF:87545160:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,125600,125600,Lardy,2.255739,48.520639
stop_point:SNCF:87545152:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,125900,130000,Chamarande,2.215854,48.514244
stop_point:SNCF:87545145:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,130200,130300,Étréchy,2.194476,48.493671
stop_point:SNCF:87545137:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,130900,130900,Étampes,2.159487,48.436625
stop_point:SNCF:87545350:RapidTransit,vehicle_journey:SNCF:2024-07-08:141494-141495:1187:RapidTransit,131200,131200,Saint-Martin d'Étampes,2.145401,48.42747
stop_point:SNCF:87276139:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,092900,092900,Pontoise,2.095371,49.04706
stop_point:SNCF:87276105:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,093000,093100,Saint-Ouen-l'Aumône,2.10651,49.04527
stop_point:SNCF:87337980:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,093400,093400,Saint-Ouen-l'Aumône - Liesse,2.127934,49.033871
stop_point:SNCF:87276097:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,093700,093800,Pierrelaye,2.153634,49.019534
stop_point:SNCF:87276089:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,094100,100800,Montigny - Beauchamp,2.197711,49.007575
stop_point:SNCF:87276071:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,101100,101100,Franconville - Le Plessis-Bouchard,2.235071,48.993577
stop_point:SNCF:87276063:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,101300,101400,Cernay,2.256768,48.985405
stop_point:SNCF:87276055:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,101600,101700,Ermont - Eaubonne,2.271229,48.980332
stop_point:SNCF:87276170:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,102000,102100,Saint-Gratien,2.28531,48.96403
stop_point:SNCF:87271148:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,102300,102300,Épinay-sur-Seine,2.302614,48.954208
stop_point:SNCF:87271205:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,102600,102600,Gennevilliers,2.30699,48.93368
stop_point:SNCF:87272146:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,102800,102900,Les Grésillons,2.31441,48.92007
stop_point:SNCF:87271247:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,103200,103300,Saint-Ouen,2.32257,48.90531
stop_point:SNCF:87111278:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,103500,103600,Porte de Clichy,2.31462,48.89399
stop_point:SNCF:87381012:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,103900,103900,Péreire Levallois,2.297947,48.885358
stop_point:SNCF:87381020:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,104100,104200,Neuilly - Porte Maillot,2.284516,48.877983
stop_point:SNCF:87381038:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,104500,104500,Avenue Foch,2.275617,48.870971
stop_point:SNCF:87381046:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,104700,104700,Avenue Henri Martin,2.272238,48.864408
stop_point:SNCF:87543181:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,104900,105000,Boulainvilliers,2.275149,48.85645
stop_point:SNCF:87543207:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,105100,105200,Avenue du Président Kennedy - Maison de Radio France,2.280314,48.852985
stop_point:SNCF:87393058:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,105400,105400,Champ de Mars - Tour Eiffel,2.289214,48.855113
stop_point:SNCF:87393041:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,105600,105600,Pont de l'Alma,2.301029,48.86257
stop_point:SNCF:87393033:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,105800,105900,Invalides,2.315015,48.861913
stop_point:SNCF:87547307:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,110000,110100,Musée d'Orsay,2.325671,48.86079
stop_point:SNCF:87547315:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,110400,110400,Saint-Michel Notre-Dame,2.34545,48.85348
stop_point:SNCF:87547026:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,110800,110900,Paris Austerlitz RER C,2.364891,48.842285
stop_point:SNCF:87328328:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,111200,111300,Bibliothèque François Mitterrand,2.37684,48.82984
stop_point:SNCF:87545285:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,111900,112000,Choisy-le-Roi,2.411065,48.763983
stop_point:SNCF:87546226:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,112200,112300,Les Saules,2.417336,48.745493
stop_point:SNCF:87546200:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,112500,112500,Orly Ville,2.402734,48.741835
stop_point:SNCF:87546192:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,112800,112900,Pont de Rungis - Aéroport d'Orly,2.372679,48.748112
stop_point:SNCF:87546291:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,113100,113100,Rungis la Fraternelle,2.35298,48.74032
stop_point:SNCF:87546317:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,113400,113500,Chemin d'Antony,2.312622,48.748075
stop_point:SNCF:87383281:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,113800,113900,Massy - Verrières,2.273368,48.734925
stop_point:SNCF:87393579:RapidTransit,vehicle_journey:SNCF:2024-07-08:141584-141585:1187:RapidTransit,114200,114200,Massy-Palaiseau,2.257528,48.726421
stop_point:SNCF:87276139:RapidTransit,vehicle_journey:SNCF:2024-07-08:141588-141589:1187:RapidTransit,100400,100400,Pontoise,2.095371,49.04706
stop_point:SNCF:87276105:RapidTransit,vehicle_journey:SNCF:2024-07-08:141588-141589:1187:RapidTransit,100500,100600,Saint-Ouen-l'Aumône,2.10651,49.04527
stop_point:SNCF:87337980:RapidTransit,vehicle_journey:SNCF:2024-07-08:141588-141589:1187:RapidTransit,100900,100900,Saint-Ouen-l'Aumône - Liesse,2.127934,49.033871
stop_point:SNCF:87276097:RapidTransit,vehicle_journey:SNCF:2024-07-08:141588-141589:1187:RapidTransit,101200,101200,Pierrelaye,2.153634,49.019534
stop_point:SNCF:87276089:RapidTransit,vehicle_journey:SNCF:2024-07-08:141588-141589:1187:RapidTransit,101500,101600,Montigny - Beauchamp,2.197711,49.007575
stop_point:SNCF:87276071:RapidTransit,vehicle_journey:SNCF:2024-07-08:141588-141589:1187:RapidTransit,101900,102000,Franconville - Le Plessis-Bouchard,2.235071,48.993577
stop_point:SNCF:87276063:RapidTransit,vehicle_journey:SNCF:2024-07-08:141588-141589:1187:RapidTransit,102200,102300,Cernay,2.256768,48.985405
stop_point:SNCF:87276055:RapidTransit,vehicle_journey:SNCF:2024-07-08:141588-141589:1187:RapidTransit,102500,102600,Ermont - Eaubonne,2.271229,48.980332
