stop_point_id,journey_id,arrival_time,departure_time,stop_point_name,longitude,latitude
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116431:1187:RapidTransit,164000,164100,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116431:1187:RapidTransit,164300,164400,Bondy,2.479022,48.894423
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116431:1187:RapidTransit,164600,164700,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116431:1187:RapidTransit,164900,165000,Gagny,2.526582,48.88309
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116431:1187:RapidTransit,165200,165300,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116431:1187:RapidTransit,165600,165600,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,163900,163900,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,164200,164300,Magenta,2.358362,48.879706
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,164600,164700,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,164900,165000,Pantin,2.400371,48.89777
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,165500,165600,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,165800,165900,Bondy,2.479022,48.894423
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,170100,170200,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,170400,170500,Gagny,2.526582,48.88309
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,170700,170800,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116443:1187:RapidTransit,171100,171100,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,154900,154900,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,155100,155200,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,155400,155500,Gagny,2.526582,48.88309
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,155600,155700,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,155900,160000,Bondy,2.479022,48.894423
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,160300,160400,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,160800,160800,Pantin,2.400371,48.89777
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,161100,161200,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,161500,161600,Magenta,2.358362,48.879706
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116444:1187:RapidTransit,162100,162100,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,164700,164700,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,165000,165100,Magenta,2.358362,48.879706
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,165400,165500,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,165700,165800,Pantin,2.400371,48.89777
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,170200,170300,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,170500,170600,Bondy,2.479022,48.894423
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,170900,171000,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,171200,171300,Gagny,2.526582,48.88309
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,171500,171600,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116451:1187:RapidTransit,171900,171900,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,165400,165400,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,165700,165800,Magenta,2.358362,48.879706
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,170100,170200,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,170400,170500,Pantin,2.400371,48.89777
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,171000,171100,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,171300,171400,Bondy,2.479022,48.894423
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,171600,171700,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,171900,172000,Gagny,2.526582,48.88309
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,172200,172300,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116455:1187:RapidTransit,172600,172600,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,160400,160400,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,160600,160700,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,160900,161000,Gagny,2.526582,48.88309
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,161100,161200,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,161400,161500,Bondy,2.479022,48.894423
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,161800,161900,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,162300,162300,Pantin,2.400371,48.89777
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,162600,162700,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,163000,163100,Magenta,2.358362,48.879706
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116456:1187:RapidTransit,163600,163600,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,170200,170200,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,170500,170600,Magenta,2.358362,48.879706
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,170900,171000,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,171200,171300,Pantin,2.400371,48.89777
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,171700,171800,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,172000,172100,Bondy,2.479022,48.894423
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,172400,172500,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,172700,172800,Gagny,2.526582,48.88309
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,173000,173100,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116459:1187:RapidTransit,173400,173400,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,170900,170900,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,171200,171300,Magenta,2.358362,48.879706
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,171600,171700,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,171900,172000,Pantin,2.400371,48.89777
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,172400,172500,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,172600,172700,Bondy,2.479022,48.894423
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,173000,173100,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,173300,173400,Gagny,2.526582,48.88309
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,173600,173700,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116463:1187:RapidTransit,173900,173900,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,161900,161900,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,162100,162200,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,162400,162500,Gagny,2.526582,48.88309
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,162600,162700,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,162900,163000,Bondy,2.479022,48.894423
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,163300,163400,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,163800,163800,Pantin,2.400371,48.89777
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,164100,164200,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,164500,164600,Magenta,2.358362,48.879706
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116472:1187:RapidTransit,165100,165100,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,171700,171700,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,172000,172100,Magenta,2.358362,48.879706
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,172400,172500,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,172700,172800,Pantin,2.400371,48.89777
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,173200,173300,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,173500,173600,Bondy,2.479022,48.894423
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,173900,174000,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,174200,174300,Gagny,2.526582,48.88309
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,174500,174600,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116475:1187:RapidTransit,174800,174800,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,172400,172400,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,172700,172800,Magenta,2.358362,48.879706
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,173100,173200,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,173400,173500,Pantin,2.400371,48.89777
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,174000,174100,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,174300,174400,Bondy,2.479022,48.894423
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,174600,174700,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,174900,175000,Gagny,2.526582,48.88309
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,175200,175300,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116483:1187:RapidTransit,175600,175600,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,163400,163400,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,163600,163700,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,163900,164000,Gagny,2.526582,48.88309
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,164100,164200,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,164400,164500,Bondy,2.479022,48.894423
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,164800,164900,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,165300,165300,Pantin,2.400371,48.89777
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,165600,165700,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,170000,170100,Magenta,2.358362,48.879706
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116484:1187:RapidTransit,170600,170600,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,173200,173200,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,173500,173600,Magenta,2.358362,48.879706
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,173900,174000,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,174200,174300,Pantin,2.400371,48.89777
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,174700,174800,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,175000,175100,Bondy,2.479022,48.894423
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,175400,175500,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,175700,175800,Gagny,2.526582,48.88309
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,180000,180100,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116489:1187:RapidTransit,180400,180400,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87116111:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,164900,164900,Chelles - Gournay,2.584157,48.874316
stop_point:SNCF:87113522:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,165100,165200,Le Chénay Gagny,2.55266,48.876805
stop_point:SNCF:87113514:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,165400,165500,Gagny,2.526582,48.88309
stop_point:SNCF:87113472:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,165600,165700,Le Raincy - Villemomble - Montfermeil,2.512058,48.889311
stop_point:SNCF:87113407:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,165900,170000,Bondy,2.479022,48.894423
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,170300,170400,Noisy-le-Sec,2.460421,48.896318
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,170800,170900,Pantin,2.400371,48.89777
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,171200,171200,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,171500,171600,Magenta,2.358362,48.879706
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116496:1187:RapidTransit,172100,172100,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281899:RapidTransit,vehicle_journey:SNCF:2024-07-08:116499:1187:RapidTransit,173900,173900,Haussmann - Saint-Lazare,2.32862,48.87478
stop_point:SNCF:87281873:RapidTransit,vehicle_journey:SNCF:2024-07-08:116499:1187:RapidTransit,174200,174300,Magenta,2.358362,48.879706
stop_point:SNCF:87654798:RapidTransit,vehicle_journey:SNCF:2024-07-08:116499:1187:RapidTransit,174600,174700,Rosa Parks,2.37397,48.89602
stop_point:SNCF:87113209:RapidTransit,vehicle_journey:SNCF:2024-07-08:116499:1187:RapidTransit,174900,175000,Pantin,2.400371,48.89777
stop_point:SNCF:87113217:RapidTransit,vehicle_journey:SNCF:2024-07-08:116499:1187:RapidTransit,175500,175600,Noisy-le-Sec,2.460421,48.896318
