stop_point_id,journey_id,arrival_time,departure_time,stop_point_name,longitude,latitude,rer_line
stop_point:SNCF:87758029:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,164500,164700,Nanterre Préfecture - RER,2.223103,48.895629,A
stop_point:SNCF:87758011:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,164800,164900,La Grande Arche de la Défense,2.238212,48.891718,A
stop_point:SNCF:87758003:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,165300,165300,Charles-de-Gaulle Étoile,2.29502,48.874201,A
stop_point:SNCF:87758599:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,165600,165700,Auber,2.330432,48.871956,A
stop_point:SNCF:87758607:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,165800,165900,Châtelet les Halles,2.34814,48.85983,A
stop_point:SNCF:87758581:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,170200,170300,Paris Gare de Lyon,2.374082,48.843811,A
stop_point:SNCF:87758102:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,170500,170500,Nation,2.395952,48.848177,A
stop_point:SNCF:87758110:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,170800,170900,Vincennes,2.433356,48.847334,A
stop_point:SNCF:87758128:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,171100,171100,Fontenay-sous-Bois,2.464339,48.843448,A
stop_point:SNCF:87758136:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,171300,171300,Nogent-sur-Marne,2.47194,48.834382,A
stop_point:SNCF:87758144:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,171500,171600,Joinville-le-Pont,2.463853,48.821055,A
stop_point:SNCF:87758151:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,171700,171800,Saint-Maur-des-Fossés - Créteil,2.472318,48.806348,A
stop_point:SNCF:87758169:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,171900,172000,Le Parc de Saint-Maur RER,2.485622,48.805162,A
stop_point:SNCF:87758177:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,172200,172200,Champigny,2.509683,48.807303,A
stop_point:SNCF:87758185:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,172400,172500,La Varenne Saint-Hilaire - Chennevières-sur-Marne,2.513141,48.794996,A
stop_point:SNCF:87758193:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,172700,172800,Sucy-en-Brie - Bonneuil-sur-Marne,2.508059,48.771139,A
stop_point:SNCF:87758201:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI04:1187:RapidTransit,173100,173100,Boissy-Saint-Léger,2.505344,48.753076,A
stop_point:SNCF:87382655:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,163200,163200,Cergy le Haut,2.011872,49.048493,A
stop_point:SNCF:87382499:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,163400,163500,Cergy Saint-Christophe,2.034437,49.049691,A
stop_point:SNCF:87381905:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,163800,163900,Cergy Préfecture,2.07982,49.03639,A
stop_point:SNCF:87334482:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,164100,164200,Neuville - Université,2.07886,49.01426,A
stop_point:SNCF:87381459:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,164400,164500,Conflans Fin d'Oise,2.074587,48.989261,A
stop_point:SNCF:87381657:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,164700,164800,Achères Ville,2.07739,48.97011,A
stop_point:SNCF:87386425:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,165300,165400,Maisons-Laffitte,2.144315,48.945639,A
stop_point:SNCF:87386417:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,165500,165600,Sartrouville,2.157425,48.937907,A
stop_point:SNCF:87386409:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,165800,165900,Houilles - Carrières-sur-Seine,2.185083,48.919964,A
stop_point:SNCF:87758029:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,170300,170500,Nanterre Préfecture - RER,2.223103,48.895629,A
stop_point:SNCF:87758011:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,170600,170700,La Grande Arche de la Défense,2.238212,48.891718,A
stop_point:SNCF:87758003:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,171100,171100,Charles-de-Gaulle Étoile,2.29502,48.874201,A
stop_point:SNCF:87758599:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,171400,171500,Auber,2.330432,48.871956,A
stop_point:SNCF:87758607:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,171600,171700,Châtelet les Halles,2.34814,48.85983,A
stop_point:SNCF:87758581:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,172000,172100,Paris Gare de Lyon,2.374082,48.843811,A
stop_point:SNCF:87758102:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,172300,172300,Nation,2.395952,48.848177,A
stop_point:SNCF:87758110:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,172600,172700,Vincennes,2.433356,48.847334,A
stop_point:SNCF:87758128:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,172900,172900,Fontenay-sous-Bois,2.464339,48.843448,A
stop_point:SNCF:87758136:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,173100,173100,Nogent-sur-Marne,2.47194,48.834382,A
stop_point:SNCF:87758144:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,173300,173400,Joinville-le-Pont,2.463853,48.821055,A
stop_point:SNCF:87758151:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,173500,173600,Saint-Maur-des-Fossés - Créteil,2.472318,48.806348,A
stop_point:SNCF:87758169:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,173700,173800,Le Parc de Saint-Maur RER,2.485622,48.805162,A
stop_point:SNCF:87758177:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,174000,174000,Champigny,2.509683,48.807303,A
stop_point:SNCF:87758185:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,174200,174300,La Varenne Saint-Hilaire - Chennevières-sur-Marne,2.513141,48.794996,A
stop_point:SNCF:87758193:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,174500,174600,Sucy-en-Brie - Bonneuil-sur-Marne,2.508059,48.771139,A
stop_point:SNCF:87758201:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI06:1187:RapidTransit,174900,174900,Boissy-Saint-Léger,2.505344,48.753076,A
stop_point:SNCF:87382655:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,164400,164400,Cergy le Haut,2.011872,49.048493,A
stop_point:SNCF:87382499:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,164600,164700,Cergy Saint-Christophe,2.034437,49.049691,A
stop_point:SNCF:87381905:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,165000,165100,Cergy Préfecture,2.07982,49.03639,A
stop_point:SNCF:87334482:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,165400,165400,Neuville - Université,2.07886,49.01426,A
stop_point:SNCF:87381459:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,165600,165700,Conflans Fin d'Oise,2.074587,48.989261,A
stop_point:SNCF:87381657:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,165900,170000,Achères Ville,2.07739,48.97011,A
stop_point:SNCF:87386425:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,170500,170600,Maisons-Laffitte,2.144315,48.945639,A
stop_point:SNCF:87386417:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,170700,170800,Sartrouville,2.157425,48.937907,A
stop_point:SNCF:87386409:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,171000,171100,Houilles - Carrières-sur-Seine,2.185083,48.919964,A
stop_point:SNCF:87758029:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,171500,171700,Nanterre Préfecture - RER,2.223103,48.895629,A
stop_point:SNCF:87758011:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,171800,171900,La Grande Arche de la Défense,2.238212,48.891718,A
stop_point:SNCF:87758003:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,172300,172300,Charles-de-Gaulle Étoile,2.29502,48.874201,A
stop_point:SNCF:87758599:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,172600,172700,Auber,2.330432,48.871956,A
stop_point:SNCF:87758607:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,172800,172900,Châtelet les Halles,2.34814,48.85983,A
stop_point:SNCF:87758581:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,173200,173300,Paris Gare de Lyon,2.374082,48.843811,A
stop_point:SNCF:87758102:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,173500,173500,Nation,2.395952,48.848177,A
stop_point:SNCF:87758110:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,173800,173900,Vincennes,2.433356,48.847334,A
stop_point:SNCF:87758128:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,174100,174100,Fontenay-sous-Bois,2.464339,48.843448,A
stop_point:SNCF:87758136:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,174300,174300,Nogent-sur-Marne,2.47194,48.834382,A
stop_point:SNCF:87758144:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,174500,174600,Joinville-le-Pont,2.463853,48.821055,A
stop_point:SNCF:87758151:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,174700,174800,Saint-Maur-des-Fossés - Créteil,2.472318,48.806348,A
stop_point:SNCF:87758169:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,174900,175000,Le Parc de Saint-Maur RER,2.485622,48.805162,A
stop_point:SNCF:87758177:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,175200,175200,Champigny,2.509683,48.807303,A
stop_point:SNCF:87758185:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,175400,175500,La Varenne Saint-Hilaire - Chennevières-sur-Marne,2.513141,48.794996,A
stop_point:SNCF:87758193:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,175700,175800,Sucy-en-Brie - Bonneuil-sur-Marne,2.508059,48.771139,A
stop_point:SNCF:87758201:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI08:1187:RapidTransit,180100,180100,Boissy-Saint-Léger,2.505344,48.753076,A
stop_point:SNCF:87382655:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,165600,165600,Cergy le Haut,2.011872,49.048493,A
stop_point:SNCF:87382499:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,165800,165900,Cergy Saint-Christophe,2.034437,49.049691,A
stop_point:SNCF:87381905:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,170200,170300,Cergy Préfecture,2.07982,49.03639,A
stop_point:SNCF:87334482:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,170600,170600,Neuville - Université,2.07886,49.01426,A
stop_point:SNCF:87381459:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,170800,170900,Conflans Fin d'Oise,2.074587,48.989261,A
stop_point:SNCF:87381657:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,171100,171200,Achères Ville,2.07739,48.97011,A
stop_point:SNCF:87386425:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,171700,171800,Maisons-Laffitte,2.144315,48.945639,A
stop_point:SNCF:87386417:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,171900,172000,Sartrouville,2.157425,48.937907,A
stop_point:SNCF:87386409:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,172200,172300,Houilles - Carrières-sur-Seine,2.185083,48.919964,A
stop_point:SNCF:87758029:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,172700,172900,Nanterre Préfecture - RER,2.223103,48.895629,A
stop_point:SNCF:87758011:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,173000,173100,La Grande Arche de la Défense,2.238212,48.891718,A
stop_point:SNCF:87758003:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,173500,173500,Charles-de-Gaulle Étoile,2.29502,48.874201,A
stop_point:SNCF:87758599:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,173800,173900,Auber,2.330432,48.871956,A
stop_point:SNCF:87758607:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,174000,174100,Châtelet les Halles,2.34814,48.85983,A
stop_point:SNCF:87758581:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,174400,174500,Paris Gare de Lyon,2.374082,48.843811,A
stop_point:SNCF:87758102:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,174700,174700,Nation,2.395952,48.848177,A
stop_point:SNCF:87758110:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,175000,175100,Vincennes,2.433356,48.847334,A
stop_point:SNCF:87758128:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,175300,175300,Fontenay-sous-Bois,2.464339,48.843448,A
stop_point:SNCF:87758136:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,175500,175500,Nogent-sur-Marne,2.47194,48.834382,A
stop_point:SNCF:87758144:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,175700,175800,Joinville-le-Pont,2.463853,48.821055,A
stop_point:SNCF:87758151:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,175900,180000,Saint-Maur-des-Fossés - Créteil,2.472318,48.806348,A
stop_point:SNCF:87758169:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,180100,180200,Le Parc de Saint-Maur RER,2.485622,48.805162,A
stop_point:SNCF:87758177:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,180400,180400,Champigny,2.509683,48.807303,A
stop_point:SNCF:87758185:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,180600,180700,La Varenne Saint-Hilaire - Chennevières-sur-Marne,2.513141,48.794996,A
stop_point:SNCF:87758193:RapidTransit,vehicle_journey:SNCF:2024-07-22:NANI10:1187:RapidTransit,180900,181000,Sucy-en-Brie - Bonneuil-sur-Marne,2.508059,48.771139,A
